자백,jabaek,jabaeg,chabaek,capayk
척추,cheokchu,cheogchu,ch'ŏkch'u,chekchwu
척추동물,cheokchudongmul,cheogchudongmul,ch'ŏkch'udongmul,chekchwutongmul
척하다,cheokhada,cheog-hada,ch'ŏkhada,chek.hata
천국,cheon-guk,cheongug,ch'ŏn'guk,chenkwuk
천당,cheondang,cheondang,ch'ŏndang,chentang
천둥,cheondung,cheondung,ch'ŏndung,chentwung
천리마,cheollima,cheonlima,ch'ŏllima,chenlima
천리안,cheollian,cheonlian,ch'ŏllian,chenlian
천만,cheonman,cheonman,ch'ŏnman,chenman
천만에요,cheonmaneyo,cheonman-eyo,ch'ŏnmaneyo,chenman.eyyo
천문대,cheonmundae,cheonmundae,ch'ŏnmundae,chenmuntay
천문학,cheonmunhak,cheonmun-hag,ch'ŏnmunhak,chenmun.hak
천사,cheonsa,cheonsa,ch'ŏnsa,chensa
천산갑,cheonsan-gap,cheonsangab,ch'ŏnsan'gap,chēnsankap
천식,cheonsik,cheonsig,ch'ŏnsik,chēnsik
천왕성,Cheonwangseong,Cheon-wangseong,Ch'ŏnwangsŏng,Chen.wangseng
천장,cheonjang,cheonjang,ch'ŏnjang,chencang
천적,cheonjeok,cheonjeog,ch'ŏnjŏk,chencek
천정,cheonjeong,cheonjeong,ch'ŏnjŏng,chenceng
천주,cheonju,cheonju,ch'ŏnju,chencwu
천주교,cheonjugyo,cheonjugyo,ch'ŏnjugyo,chencwukyo
천지,cheonji,cheonji,ch'ŏnji,chenci
천진,Cheonjin,Cheonjin,Ch'ŏnjin,Chencin
천천히,cheoncheonhi,cheoncheon-hi,ch'ŏnch'ŏnhi,chēnchen.hi
천체,cheonche,cheonche,ch'ŏnch'e,chenchey
천황,cheonhwang,cheon-hwang,ch'ŏnhwang,chen.hwang
철갑상어,cheolgapsang-eo,cheolgabsang-eo,ch'ŏlgapsangŏ,chelkapqsang.e
철기 시대,cheolgi sidae,cheolgi sidae,ch'ŏlgi sidae,chelki sitay
철도,cheoldo,cheoldo,ch'ŏlto,chelqto
철도역,cheoldoyeok,cheoldoyeog,ch'ŏltoyŏk,chelqtoyek
철밥통,cheolbaptong,cheolbabtong,ch'ŏlbapt'ong,chelpapthong
철사,cheolsa,cheolsa,ch'ŏlssa,chelqsa
철새,cheolsae,cheolsae,ch'ŏlssae,chelqsay
철자법,cheoljabeop,cheoljabeob,ch'ŏlchapŏp,chelqcaqpep
철저하다,cheoljeohada,cheoljeohada,ch'ŏlchŏhada,chelqcehata
철저히,cheoljeohi,cheoljeohi,ch'ŏlchŏhi,chelqcehi
철판,cheolpan,cheolpan,ch'ŏlp'an,chelphan
철폐,cheolpye,cheolpye,ch'ŏlp'ye,chelphyey
철학,cheolhak,cheol-hag,ch'ŏrhak,chel.hak
첨가물,cheomgamul,cheomgamul,ch'ŏmgamul,chemkamul
첫날,cheonnal,cheosnal,ch'ŏnnal,chesnal
첫사랑,cheotsarang,cheossalang,ch'ŏssarang,chesqsalang
첫소리,cheotsori,cheossoli,ch'ŏssori,chesqsoli
첫째,cheotjjae,cheosjjae,ch'ŏtchae,chesccay
청가시고기,cheonggasigogi,cheonggasigogi,ch'ŏnggasigogi,chengkasikoki
청각,cheonggak,cheonggag,ch'ŏnggak,chengkak
청개구리,cheonggaeguri,cheonggaeguli,ch'ŏnggaeguri,chengkaykwuli
청년,cheongnyeon,cheongnyeon,ch'ŏngnyŏn,chengnyen
청동기 시대,cheongdonggi sidae,cheongdonggi sidae,ch'ŏngdonggi sidae,chengtongki sitay
청량음료,cheongnyang-eumnyo,cheonglyang-eumlyo,ch'ŏngnyangŭmnyo,chenglyang.umlyo
청머리오리,cheongmeoriori,cheongmeolioli,ch'ŏngmŏriori,chengmelioli
청바지,cheongbaji,cheongbaji,ch'ŏngbaji,chengpaci
청색,cheongsaek,cheongsaeg,ch'ŏngsaek,chengsayk
청설모,cheongseolmo,cheongseolmo,ch'ŏngsŏlmo,chengselmo
청소,cheongso,cheongso,ch'ŏngso,chengso
청소기,cheongsogi,cheongsogi,ch'ŏngsogi,chengsoki
청소년,cheongsonyeon,cheongsonyeon,ch'ŏngsonyŏn,chengsonyen
청소하다,cheongsohada,cheongsohada,ch'ŏngsohada,chengsohata
청와대,Cheong-wadae,Cheong-wadae,Ch'ŏngwadae,Cheng.watay
청진,Cheongjin,Cheongjin,Ch'ŏngjin,Chengcin
청진기,cheongjin-gi,cheongjingi,ch'ŏngjin'gi,chengcinki
청천,cheongcheon,cheongcheon,ch'ŏngch'ŏn,chengchen
청춘,cheongchun,cheongchun,ch'ŏngch'un,chengchwun
청하다,cheonghada,cheonghada,ch'ŏnghada,chenghata
청해,Cheonghae,Cheonghae,Ch'ŏnghae,Chenghay
청회색,cheonghoesaek,cheonghoesaeg,ch'ŏnghoesaek,chenghoysayk
체계,chegye,chegye,ch'egye,cheykyey
체내,chenae,chenae,ch'enae,cheynay
체력,cheryeok,chelyeog,ch'eryŏk,cheylyek
체리,cheri,cheli,ch'eri,cheyli
체모,chemo,chemo,ch'emo,cheymo
체스,cheseu,cheseu,ch'esŭ,cheysu
체스꼬슬로벤스꼬,Cheseukkoseullobenseukko,Cheseukkoseullobenseukko,Ch'esŭkkosŭllobensŭkko,Cheysukkosullopeynsukko
체언,cheeon,cheeon,ch'eŏn,chēyen
체온계,che-on-gye,che-ongye,ch'eon'gye,cheyonkyey
체위,chewi,chewi,ch'ewi,cheywi
체육,cheyuk,cheyug,ch'eyuk,cheyyuk
체육관,cheyukgwan,cheyuggwan,ch'eyukkwan,cheyyukqkwan
체인,chein,chein,ch'ein,cheyin
체적,chejeok,chejeog,ch'ejŏk,cheycek
체제,cheje,cheje,ch'eje,cheycey
체조,chejo,chejo,ch'ejo,cheyco
체중,chejung,chejung,ch'ejung,cheycwung
체질,chejil,chejil,ch'ejil,cheycil
체첸어,checheneo,chechen-eo,ch'ech'enŏ,cheycheyn.e
체커,chekeo,chekeo,ch'ek'ŏ,cheykhe
체코,Cheko,Cheko,Ch'ek'o,Cheykho
체코 공화국,Cheko gonghwaguk,Cheko gonghwagug,Ch'ek'o konghwaguk,Cheykho konghwakwuk
체코슬로바키아,Chekoseullobakia,Chekoseullobakia,Ch'ek'osŭllobak'ia,Cheykhosullopakhia
체포,chepo,chepo,ch'ep'o,cheypho
체포하다,chepohada,chepohada,ch'ep'ohada,cheyphohata
체험,cheheom,cheheom,ch'ehŏm,cheyhem
체형,chehyeong,chehyeong,ch'ehyŏng,cheyhyeng
쳐다보다,chyeodaboda,chyeodaboda,ch'yŏdaboda,chyētapota
쳐죽이다,chyeojugida,chyeojug-ida,ch'yŏjugida,chyecwuk.ita
초고속,chogosok,chogosog,ch'ogosok,chokosok
초기,chogi,chogi,ch'ogi,choki
초대,chodae,chodae,ch'odae,chotay
초대하다,chodaehada,chodaehada,ch'odaehada,chotayhata
초대형,chodaehyeong,chodaehyeong,ch'odaehyŏng,chotayhyeng
초등학교,chodeunghakgyo,chodeunghaggyo,ch'odŭnghakkyo,chotunghakqkyo
초딩,choding,choding,ch'oding,choting
초록,chorok,cholog,ch'orok,cholok
초록빛,chorokbit,chologbich,ch'orokpit,cholokqpich
초록색,choroksaek,chologsaeg,ch'oroksaek,cholokqsayk
초롱초롱,chorongchorong,cholongcholong,ch'orongch'orong,cholongcholong
초반,choban,choban,ch'oban,chopan
초밥,chobap,chobab,ch'obap,chopap
초승달,choseungdal,choseungdal,ch'osŭngtal,chosungqtal
초어,cho-eo,cho-eo,ch'oŏ,choe
초원,chowon,chowon,ch'owŏn,chowen
초원수리,chowonsuri,chowonsuli,ch'owŏnsuri,chowenswuli
초은하단,cho-eunhadan,cho-eun-hadan,ch'oŭnhadan,choun.hatan
초음파,cho-eumpa,cho-eumpa,ch'oŭmp'a,choumpha
초점,chojeom,chojeom,ch'ochŏm,choqcem
초지,choji,choji,ch'oji,choci
초콜렛,chokollet,chokolles,ch'ok'ollet,chokholleys
초콜릿,chokollit,chokollis,ch'ok'ollit,chokhollis
초특급,choteukgeup,choteuggeub,ch'ot'ŭkkŭp,chothukqkup
촉각,chokgak,choggag,ch'okkak,chokqkak
촉수,choksu,chogsu,ch'oksu,chokqswu
촉지,chokji,chogji,ch'okchi,chokqci
촌놈,chonnom,chonnom,ch'onnom,chonnom
촌락,chollak,chonlag,ch'ollak,chōnlak
촌스럽다,chonseureopda,chonseuleobda,ch'onsŭrŏpta,chōnsulepqta
촛불,chotbul,chosbul,ch'otpul,chosqpul
총각,chonggak,chonggag,ch'onggak,chōngkak
총각김치,chonggakgimchi,chonggaggimchi,ch'onggakkimch'i,chongkakqkimchi
총대주교,chongdaejugyo,chongdaejugyo,ch'ongdaejugyo,chōngtaycwukyo
총명,chongmyeong,chongmyeong,ch'ongmyŏng,chongmyeng
총명하다,chongmyeonghada,chongmyeonghada,ch'ongmyŏnghada,chongmyenghata
총알,chong-al,chong-al,ch'ongal,chong.al
총알열차,chong-aryeolcha,chong-al-yeolcha,ch'ongaryŏlch'a,chong.al.yelcha
총장,chongjang,chongjang,ch'ongjang,chōngcang
총통,chongtong,chongtong,ch'ongt'ong,chōngthong
촬영,chwaryeong,chwal-yeong,ch'waryŏng,chwal.yeng
최고,choego,choego,ch'oego,chōyko
최근,choegeun,choegeun,ch'oegŭn,chōykun
최대,choedae,choedae,ch'oedae,chōytay
최대한,choedaehan,choedaehan,ch'oedaehan,chōytayhan
최상급,choesanggeup,choesanggeub,ch'oesanggŭp,chōysangkup
최선,choeseon,choeseon,ch'oesŏn,chōysen
최소한,choesohan,choesohan,ch'oesohan,chōysohan
최종,choejong,choejong,ch'oejong,chōycong
최초,choecho,choecho,ch'oech'o,chōycho
최후,choehu,choehu,ch'oehu,chōyhwu
추가,chuga,chuga,ch'uga,chwuka
추격,chugyeok,chugyeog,ch'ugyŏk,chwukyek
추구,chugu,chugu,ch'ugu,chwukwu
추구하다,chuguhada,chuguhada,ch'uguhada,chwukwuhata
추기경,chugigyeong,chugigyeong,ch'ugigyŏng,chwukikyeng
추다,chuda,chuda,ch'uda,chwuta
추락,churak,chulag,ch'urak,chwulak
추리닝,churining,chulining,ch'urining,chwulining
추밀원,chumirwon,chumil-won,ch'umirwŏn,chwumil.wen
추석,chuseok,chuseog,ch'usŏk,chwusek
추수 감사절,Chusu gamsajeol,Chusu gamsajeol,Ch'usu kamsajŏl,Chwuswu kamsacel
추악하다,chuakhada,chuag-hada,ch'uakhada,chwuak.hata
추억,chueok,chueog,ch'uŏk,chwuek
추위,chuwi,chuwi,ch'uwi,chwuwi
추적하다,chujeokhada,chujeog-hada,ch'ujŏkhada,chwucek.hata
추진하다,chujinhada,chujin-hada,ch'ujinhada,chwucin.hata
추천,chucheon,chucheon,ch'uch'ŏn,chwuchen
추출,chuchul,chuchul,ch'uch'ul,chwuchwul
추측,chucheuk,chucheug,ch'uch'ŭk,chwuchuk
추측하다,chucheukhada,chucheug-hada,ch'uch'ŭkhada,chwuchuk.hata
추켜세우다,chukyeose-uda,chukyeose-uda,ch'uk'yŏseuda,chwukhyeseywuta
축구,chukgu,chuggu,ch'ukku,chwukqkwu
축배,chukbae,chugbae,ch'ukpae,chwukqpay
축사,chuksa,chugsa,ch'uksa,chwukqsa
축음기,chugeumgi,chug-eumgi,ch'ugŭmgi,chwuk.umki
축전기,chukjeon-gi,chugjeongi,ch'ukchŏn'gi,chwukqcenki
축제,chukje,chugje,ch'ukche,chwukqcey
축제일,chukjeil,chugjeil,ch'ukcheil,chwukqceyil
축척,chukcheok,chugcheog,ch'ukch'ŏk,chwukchek
축축하다,chukchukhada,chugchug-hada,ch'ukch'ukhada,chwukchwuk.hata
축하하다,chukhahada,chug-hahada,ch'ukhahada,chwuk.hahata
춘절,chunjeol,chunjeol,ch'unjŏl,chwuncel
춘하추동,chunhachudong,chun-hachudong,ch'unhach'udong,chwun.hachwutong
출구,chulgu,chulgu,ch'ulgu,chwulkwu
출근,chulgeun,chulgeun,ch'ulgŭn,chwulkun
출근하다,chulgeunhada,chulgeun-hada,ch'ulgŭnhada,chwulkun.hata
출납계,chullapgye,chulnabgye,ch'ullapkye,chwulnapqkyey
출발,chulbal,chulbal,ch'ulbal,chwulpal
출발하다,chulbalhada,chulbal-hada,ch'ulbarhada,chwulpal.hata
출산,chulsan,chulsan,ch'ulssan,chwulqsan
출생,chulsaeng,chulsaeng,ch'ulssaeng,chwulqsayng
출생일,chulsaeng-il,chulsaeng-il,ch'ulssaengil,chwulqsayng.il
출생하다,chulsaenghada,chulsaenghada,ch'ulssaenghada,chwulqsaynghata
출석,chulseok,chulseog,ch'ulssŏk,chwulqsek
출석하다,chulseokhada,chulseog-hada,ch'ulsŏkhada,chwulsek.hata
출신,chulsin,chulsin,ch'ulssin,chwulqsin
출신성분,chulsinseongbun,chulsinseongbun,ch'ulssinsŏngbun,chwulqsinsengpun
출애굽기,Churaegupgi,Chul-aegubgi,Ch'uraegupki,Chwul.aykwupqki
출연,churyeon,chul-yeon,ch'uryŏn,chwul.yen
출연하다,churyeonhada,chul-yeon-hada,ch'uryŏnhada,chwul.yen.hata
출원자,churwonja,chul-wonja,ch'urwŏnja,chwul.wenca
출장,chuljang,chuljang,ch'ulchang,chwulqcang
출처,chulcheo,chulcheo,ch'ulch'ŏ,chwulche
출출하다,chulchulhada,chulchul-hada,ch'ulch'urhada,chwulchwul.hata
출퇴근하다,chultoegeunhada,chultoegeun-hada,ch'ult'oegŭnhada,chwulthoykun.hata
출판하다,chulpanhada,chulpan-hada,ch'ulp'anhada,chwulphan.hata
출혈,chulhyeol,chul-hyeol,ch'urhyŏl,chwul.hyel
춤추다,chumchuda,chumchuda,ch'umch'uda,chwumchwuta
춥다,chupda,chubda,ch'upta,chwupqta
충격,chunggyeok,chunggyeog,ch'unggyŏk,chwungkyek
충고,chunggo,chunggo,ch'unggo,chwungko
충고하다,chunggohada,chunggohada,ch'unggohada,chwungkohata
충돌,chungdol,chungdol,ch'ungdol,chwungtol
충분하다,chungbunhada,chungbun-hada,ch'ungbunhada,chwungpun.hata
충분히,chungbunhi,chungbun-hi,ch'ungbunhi,chwungpun.hi
충수,chungsu,chungsu,ch'ungsu,chwungswu
충심,chungsim,chungsim,ch'ungsim,chwungsim
충전기,chungjeon-gi,chungjeongi,ch'ungjŏn'gi,chwungcenki
충청남도,Chungcheongnamdo,Chungcheongnamdo,Ch'ungch'ŏngnamdo,Chwungchengnamto
충청북도,Chungcheongbukdo,Chungcheongbugdo,Ch'ungch'ŏngbukto,Chwungchengpukqto
충칭,Chungching,Chungching,Ch'ungch'ing,Chwungching
췌장암,chwejang-am,chwejang-am,ch'wejangam,chwēycang.am
취나물,chwinamul,chwinamul,ch'winamul,chwinamul
취리히,chwirihi,chwilihi,ch'wirihi,chwilihi
취미,chwimi,chwimi,ch'wimi,chwīmi
취소,chwiso,chwiso,ch'wiso,chwīso
취조,chwijo,chwijo,ch'wijo,chwīco
취직,chwijik,chwijig,ch'wijik,chwīcik
취하다,chwihada,chwihada,ch'wihada,chwīhata
취향,chwihyang,chwihyang,ch'wihyang,chwīhyang
취흥,chwiheung,chwiheung,ch'wihŭng,chwīhung
츄잉껌,chyu-ingkkeom,chyu-ingkkeom,ch'yuingkkŏm,chyuingkkem
측위,cheugwi,cheug-wi,ch'ŭgwi,chuk.wi
치는,chineun,chineun,ch'inŭn,chinun
치다,chida,chida,ch'ida,chita
치닫다,chidatda,chidadda,ch'idatta,chitatqta
치료,chiryo,chilyo,ch'iryo,chilyo
치르다,chireuda,chileuda,ch'irŭda,chiluta
치리,chiri,chili,ch'iri,chili
치마,chima,chima,ch'ima,chima
치안,chian,chian,ch'ian,chian
치약,chiyak,chiyag,ch'iyak,chiyak
치어리더,chieorideo,chieolideo,ch'iŏridŏ,chielite
치어리딩,chieoriding,chieoliding,ch'iŏriding,chieliting
치욕,chiyok,chiyog,ch'iyok,chiyok
치우다,chiuda,chiuda,ch'iuda,chiwuta
치읓,chieut,chieuch,ch'iŭt,chiuch
치즈,chijeu,chijeu,ch'ijŭ,chicu
치킨,chikin,chikin,ch'ik'in,chikhin
치타,chita,chita,ch'it'a,chitha
치통,chitong,chitong,ch'it'ong,chithong
치한,chihan,chihan,ch'ihan,chihan
친근감,chin-geun-gam,chingeungam,ch'in'gŭn'gam,chinkunkam
친밀,chinmil,chinmil,ch'inmil,chinmil
친삼촌,chinsamchon,chinsamchon,ch'insamch'on,chinsamchon
친애,chinae,chin-ae,ch'inae,chin.ay
친일파,chinilpa,chin-ilpa,ch'inilp'a,chin.ilpha
